Title,Form-factor,Category of BCI,reality factor,neurafictionality,neuroptimism,BCI forecast,Near Future,prediction,,Name of BCI,Image,Cover,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,Description,Keywords,Author/Directed by,Distributed by,Production Company,Link,Publisher (Novels/Games),Quotes,Notes,Year,Utopia/Dystopia in the media,years since publication,RF: advertisement,RF: communication,RF: consciousness,RF: control of the user,RF: dreams,RF: emotions,RF: knowledge upload,RF: linking,RF: memory,RF: perception,RF: practical,RF: reading thoughts,RF: reality,RF: recording brain activity,RF: rehabilitation,RF: robot/object control,RF: sensation,RF: stimulation,RF: storage,RF: telepathy,RF: termination,RF: tracking,RF: transfer,prediction,BCIF: communication,NF: communication,TO: communication,reality factor check,,,,,,,,,,,,,,Category,reality factor,neurafictionality,neuro-optimism,BCI forecast,,Total Works
Godzilla vs. Kong,helmet,linking,0.047619048,0.006666667,0.14,21,20,2041,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-02_at_18.42.31_(2).png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-02_at_18.42.34_(2).png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.32.42_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.33.23_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.35.39_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-02_at_18.42.53_(2).png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.33.09_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.36.17_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-04-04_at_4.37.22_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Godzilla_vs._Kong.png,1-Jan-21,Movie,"dystopia, utopia",Non-invasive,"Mechagodzilla is telepathically controlled by Ren Serizawa, the son of the late Ishirō Serizawa, through the neural networks from a severed head of Ghidorah.",,Adam Wingard,"Toho, Warner Bros. Pictures",Legendary Pictures,,,,,2021,"Dystopia, Utopia",1,,0.047619048,,,,,,0.047619048,,,,,,,,,,,,,,,,2041,21,0.006666667,0.14,0.047619048,,,,,,,,,,,,,,,,,,,,
Darkover series,stone,telepathy,0.338624339,0.300469484,0.887323944,189,125,2146,,matrix,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Planet_savers.jpg,1-Jan-58,"Novel, game","dystopia, utopia",Non-invasive,"the noble caste (referred to as ""Comyn""), have telepathy as one of their defining features, along with red hair. With a society where most of the people have telepathy has led to interesting social rules like 'Do not enter another's mind without permission' and if one accidentally 'hears' something they weren't meant to, it is considered polite not to mention it.  The brain emits psychic waves called energons. Each person emits them at a different frequency, once a matrix is keyed or attuned to a telepath, its frequency becomes similar to that brain. The flow of energons is then amplified by passing through the matrix. The telepath controls this flow and is able to convert the energy into various phenomena.",,Marion Zimmer Bradley,,,,Amazing Stories, 'Do not enter another's mind without permission' ,interesting social rules,1958,"Dystopia, Utopia",64,,0.338624339,,,,,,,,,,,,,,,,,,0.338624339,,,,2146,189,0.300469484,0.887323944,0.338624339,,,,,,,,,,,,,,,,,,,,
Easy Money,helmet,control of the user,0.401913876,0.360515021,0.896995708,209,125,2146,,Control Helmet,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/22381712235.jpg,1-Jan-38,Novel,dystopia,Non-invasive,A device which causes an entire race of people to think and feel the same as the wearer.,,Edmond Hamilton,,,,Thrilling Wonder Stories,"""There was war here on Calthor, too, many ages ago,"" Zura said quickly. "" People fought, and rioted, and quarreled constantly with one another, because they had different mental attitudes...
""That is why our forefathers originated Control. It is a device to make certain that everyone has the same mental attitude on important questions. The wisest of our race is always the Controller. He wears the sacred Control helmet, the supreme achievement of our science, which amplifies and broadcasts the neuro-electric currents of his brain as a powerful vibration that affects every other human brain, setting up the same currents, the same basic ideas, in them all.""",,1938,Dystopia,84,,0.401913876,,0.401913876,,,,,,,,,,,,,,,,,,,,2146,209,0.360515021,0.896995708,0.401913876,,,,,,,,,,,,,,,,,,,,
The Comet Doom,brain,brain transfer,0.426605505,0.384297521,0.900826446,218,125,2146,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/the-comet-doom.jpeg,1-Jan-29,Novel,"dystopia, utopia",N/A,A robotic body with a support system for a connected organic brain. It involved a process of placing a human brain into an artificial solution to keep it alive while carefully wiring up to a metal robot. These connections allowed the brain to control the metal robot body as if it were its own.,,Edmond Hamilton,,,,Amazing Stories,"They begin to say to themselves in effect - 'It is our brain, our intelligence, that is the vital part of us, we would be rid of this handicap of the body forever.'
With this idea in mind, their scientists worked together and finally produced a body of metal, a body machine which was driven by atomic force, like all of their machines, and which needed only the slight, occasional care which is given to any machine. Inside that body had been arranged an electrical nerve-system, the controls of which led up into the square metal head. In that head, also, have been placed a small super-radio by which silent, constant communication could be had from metal body to metal body. Nerves, sense organs, muscle, they were all there, and all were artificial, in organic. The metal body lacked only a brain.
It was then that one of their scientists performed his greatest achievement, and brought success to their plan. From the living body of one of their number he removed the living brain, as their consummate art in Super-surgery enabled him to do. This living brain was then placed within a specially-prepared brain chamber of a metal body, inside its cubicle head.",,1929,"Dystopia, Utopia",93,,,0.426605505,,,,,,,,,,,,,,,,,,,,0.426605505,2146,,,,0.426605505,,,,,,,,,,,,,,,,,,,,
Murder in the Void,N/A,brain transfer,0.295774648,0.360515021,1.21888412,284,200,2221,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/51HBRgoJOGL._SX348_BO1204203200_.jpg,1-Jan-38,Novel,"dystopia, utopia",N/A,"Preserving a brain, and then communicating with it.",,Edmond Hamilton,,,,Thrilling Wonder Stories,"And he knew, too, that such preserved, living brains could be made to think and remember; that they could be communicated with by microphonic and loud-speaker electrical connections to their hearing and speech centers...",,1938,"Dystopia, Utopia",84,,,0.295774648,,,,,,,,,,,,,,,,,,,,0.295774648,2221,,,,0.295774648,,,,,,,,,,,,,,,,,,,,
Masson's Secret,"earphone, tool","linking, recording brain activity",0.453551913,0.357758621,0.788793103,183,100,2121,,Neuronic Control Apparatus,,,1-Jan-39,Novel,"dystopia, utopia",Non-invasive,"A device that communicated with a brain implant, granting both sight and control.",,Raymond Z. Gallun,,,,Astounding Science-Fiction,"He opened an old rolltop desk. And there revealed was a peculiar box, whose slanting front was banked with hundreds of keys. Mounted over the box was a small television screen, dark now.
Charlie picked up a device connected with the apparatus on the desk. It was like the combination earphone and transmitter sets which the telephone operators used.
""There's a connecting link, of course, between my control apparatus and the neuronic receptor-transmitter in Brand's head. Waves - refined radio waves, which are beyond the interruptions of static.
Masson hung the earphone-microphone onto his head. Then he sat down in front of his apparatus and pressed a switch. Light flickered behind the ground glass of the television screen. It sharpened to a view of the flowered paper of the ceiling in the room below. Brand's eyes, looking up from the couch on which he was lying, must see that...
Swiftly, Charlie pressed some buttons. The picture in the television screen wabbled around, as Brand arose from the couch.",,1939,"Dystopia, Utopia",83,,0.453551913,,,,,,0.453551913,,,0.453551913,,,0.453551913,,,,,,,,,,2121,183,0.357758621,0.788793103,0.453551913,,,,,,,,,,,,,,,,,,,,
Masson's Secret,implant,"control of the user, recording brain activity",0.525316456,0.357758621,0.681034483,158,75,2096,,Neuronic Receptor-Transmitter,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/unnamed-2%202.jpg,1-Jan-39,Novel,"dystopia, utopia",Invasive,"A device which, implanted in the brain, can both transmit sight and sound, and enable control of the body by a remote operator.",,Raymond Z. Gallun,,,,Astounding Science-Fiction,"In the jar was a tiny metal cylinder... originating and radiating from the cylinder itself, were hundreds and hundreds of the finest silvery wires...
""The cylinder? I call it the neuronic receptor-transmitter... You know that nerve currents - brain currents are the same fundamentally - are partly electrical. Small electric currents can stimulate them. And a small wire, for instance, can pick up the current a nerve generates, transmitting a motor or sensory impulse just as a nerve itself would do, though in an entirely electrical form...
...inside his skull, where the frontal region of his brain was located, is a little cylinder, that neuronic receptor-transmitter. It's wires are carefully embedded in the proper nerve ends.",,1939,"Dystopia, Utopia",83,,0.525316456,,0.525316456,,,,,,,0.525316456,,,0.525316456,,,,,,,,,,2096,158,0.357758621,0.681034483,0.525316456,,,,,,,,,,,,,,,,,,,,
Slan,N/A,cerebral defense,0.450549451,0.354978355,0.787878788,182,100,2121,,Mind-Shield,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Slan%201.jpg,1-Jan-40,Novel,"dystopia, utopia",N/A,A mental defense or barrier that prevents access to one brain by another person or device.,,A. E. van Vogt,,,,Astounding Science-Fiction,"""You will lower your mind shield. Of course, I don't expect absolutely free access to your brain. I have no objection to your controlling your thoughts on a narrow range all around the subject. But your shield must go down - now!",,1940,"Dystopia, Utopia",82,,,,,,,,,,,,,,,,,,,,,,,,2121,,,,0.450549451,,,,,,,,,,,,,,,,,,,,
Agent of Vega,N/A,reading thoughts,0.421965318,0.328828829,0.779279279,173,100,2121,,Quizzer,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/1751088.jpg,1-Jan-49,Novel,dystopia,N/A,An autonomous mind-probe,,James H. Schmitz,,,,Astounding Science-Fiction,"In the center of this circle Iliff sat cross-legged on the ground, watching the Quizzer go about its business.
The Quizzer was an unbeautiful two-foot cube of machine. Easing itself with delicate ruthlessness through the Psychologist's mental defenses, it droned its findings step by step into Iliff's mind. He could have done the work without its aid, since the shield had never been developed that could block a really capable investigator if he was otherwise unhampered. But it would have taken a great deal longer; and at best he did not expect to have more time than he needed to extract the most vital points of information. Besides, he lacked the Quizzer's sensitivity; if he was hurried, there was a definite risk of doing irreparable injury to the mind under investigation—at that stage, he hadn't been able to decide whether or not it would be necessary to kill the Psychologist.
The second time the Quizzer contacted the Ceetal, he knew. The little robot reported an alien form of awareness which came and went through the Quizzer's lines of search as it chose and was impossible to localize.",,1949,Dystopia,73,,0.421965318,,,,,,,,,,0.421965318,,,,,,,,,,,,2121,173,0.328828829,0.779279279,0.421965318,,,,,,,,,,,,,,,,,,,,
Agent of Vega,lifeform,control of the user,0.368686869,0.328828829,0.891891892,198,125,2146,,Mind-Parasite,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/1751088%201.jpg,1-Jan-49,Novel,dystopia,N/A,Takes over the cognition of a host organism.,,James H. Schmitz,,,,Astounding Science-Fiction,"Description: . . . mind-parasite of extragalactic origin, accidentally introduced into our Zones and now widely scattered there . . . In its free state a nonmaterial but coherent form of conscious energy, characterized by high spatial motility.
. . . basic I.Q. slightly above A-type human being. Behavior . . . largely on reflex-intuition levels. The basic procedures underlying its life-cycle are not consciously comprehended by the parasite and have not, at present, been explained.
Cycle: . . . the free state, normally forming only a fraction of the Ceetal life-cycle, may be extended indefinitely until the parasite contacts a suitable host-organism. Oxygen-breathing life-forms with neural mechanisms in the general class of the human nervous system and its energy areas serve this purpose.
On contacting a host, the Ceetal undergoes changes in itself enabling it to control the basic energizing drives of the host-organism. It then develops the host's neural carriers to a constant point five times beyond the previous absolute emergency overload.
In type-case Ceetal-Homo-Lycanno S-4, 1782—a drastic localized hypertrophy of the central nerve tissue masses was observed, indicating protective measures against the overload induced in the organism.
The advantages to the parasite of developing a host-organism of such abnormal potency and efficiency in its environment are obvious, as it is indissolubly linked to its host for the major part of its long parasitic stage and cannot survive the host's death. Barring accidents or superior force, it is, however, capable of prolonging the host's biological life-span almost indefinitely.
At the natural end of this stage, the Ceetal reproduces, the individual parasite dividing into eight free-stage forms. The host is killed in the process of division, and each Ceetal is freed thereby to initiate a new cycle.",,1949,Dystopia,73,,0.368686869,,0.368686869,,,,,,,,,,,,,,,,,,,,2146,198,0.328828829,0.891891892,0.368686869,,,,,,,,,,,,,,,,,,,,
Agent of Vega,N/A,telepathy,0.368686869,0.328828829,0.891891892,198,125,2146,,Telepath Transmitter,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/1751088%202.jpg,1-Jan-49,Novel,"dystopia, utopia",N/A,A device for long distance communication that makes use of telepathy.,,James H. Schmitz,,,,Astounding Science-Fiction,"I like these little extra jobs I get whenever you think of me,"" commented the figure in the telepath transmitter before him. It was that of a small, wiry man with rather cold yellow eyes—sitting against an undefined dark background, he might have been a minor criminal or the skipper of an aging space-tramp...
For perhaps half a minute after the visualization tank of his telepath transmitter had faded back to its normal translucent and faintly luminous green, Iliff continued to stare into it.",,1949,"Dystopia, Utopia",73,,0.368686869,,,,,,,,,,,,,,,,,,0.368686869,,,,2146,198,0.328828829,0.891891892,0.368686869,,,,,,,,,,,,,,,,,,,,
Foundation and Empire,N/A,reading thoughts,0.875,0.319634703,0.365296804,80,10,2031,,Psychic Probe,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Foundation_and_empire.jpg,1-Jan-52,Novel,dystopia,N/A,A device capable of discerning truthful information in a living human brain.,,Isaac Asimov,,,,Gnome Press,"""...I might have made more progress with my prisoner were my Psychic Probe in proper order.""
The secretary's eyebrows lifted. ""You have a Probe?""
""An old one. A superannuated one which fails me the one time I needed it. I set it up during the prisoner's sleep, and received nothing. So much for the Probe. I have tried it on my own men and the reaction is quite proper, but again there is not one among my staff of tech-men who can tell me why it fails upon the prisoner. Ducem Barr, who is a theoretician of parts, though no mechanic, says the psychic structure of the prisoner may be unaffected by the Probe since from childhood he has been subjected to alien environments and neural stimuli.",,1952,Dystopia,70,,0.875,,,,,,,,,,0.875,,,,,,,,,,,,2031,80,0.319634703,0.365296804,0.875,,,,,,,,,,,,,,,,,,,,
Foundation and Empire,N/A,emotions,0.358974359,0.319634703,0.890410959,195,125,2146,,Visi-Sonor,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Foundation_and_empire%201.jpg,1-Jan-52,Novel,"dystopia, utopia",N/A,An entertainment device which appeared to create both sound and light by acting directly on brain cells. It also stimulated emotions directly.,,Issac Asimov,,,,Gnome Press,"His long fingers caressed softly and slowly, pressing lightly on contacts with a rippling motion, resting themselves momentarily on one key then another - and in the air before them there was a soft glowing rosiness, just inside the range of vision.",,1952,"Dystopia, Utopia",70,,,,,,0.358974359,,,,0.358974359,,,,,,,,,,,,,,2146,,,,0.358974359,,,,,,,,,,,,,,,,,,,,
The Space Merchants,N/A,"advertisement, manipulation",0.875,0.319634703,0.365296804,80,10,2031,,Compulsive Subsonics,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/9781250000156_p0_v3_s1200x630.jpg,1-Jan-52,Novel,dystopia,N/A,An advertising agency works with every part of the audience's brain.,,"Cyril M. Kornbluth, Frederik Pohl",,,,Galaxy Science Fiction,"""They outlawed compulsive subsonics in our aural advertising - but we've bounced back with a list of semantic cue words that tie in with every basic trauma and neurosis in American life today.",,1952,Dystopia,70,0.875,,,,,,,,,0.875,0.875,,,,,,0.875,,,,,,,2031,,,,0.875,,,,,,,,,,,,,,,,,,,,
The Space Merchants,N/A,dreams,0.875,0.319634703,0.365296804,80,10,2031,,Hypnoteleset,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/9781250000156_p0_v3_s1200x630%201.jpg,1-Jan-52,Novel,"dystopia, utopia",N/A,"A device that guarantees quick, surrogate sleep.",,"Cyril M. Kornbluth, Frederik Pohl",,,,Galaxy Science Fiction,"Then he strolled across the dayroom to the hypnoteleset, punched his clock number for a half-hour of trance and slid under, with the rest of the viewers.
Two more were gaping, glassy-eyed, before a teleset, obviously in trance state.",,1952,"Dystopia, Utopia",70,,,0.875,,0.875,,,,,,,,,,,,,,,,,,,2031,,,,0.875,,,,,,,,,,,,,,,,,,,,
Sales Pitch,N/A,advertisement,0.871794872,0.313364055,0.359447005,78,10,2031,,Visual Ad,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/35920920._UY200_.jpg,1-Jan-54,Novel,dystopia,N/A,An advertisement that forces its way directly into the brain of the viewer.,,Philip K. Dick,,,,Future Science Fiction,"...now a visual ad was forming; he winced, closed his eyes, but it did no good.
""Men!"" an unctuous voice thundered on all sides of him. ""Banish internally-caused obnoxious odors forever. Removal by modern painless methods of the gastrointestinal tract and substitution system will relieve you of the most acute cause of social rejection...""
The voice died, and he was past. His mind his own again, Morris kicked savagely at the throttle and sent the little ship leaping. The pressure, applied directly to the audio-visual regions of his brain, had faded below spark point. He groaned and shook his head to clear it.",,1954,Dystopia,68,0.871794872,,,,,,,,,,0.871794872,,,,,,,,,,,,,2031,,,,0.871794872,,,,,,,,,,,,,,,,,,,,
