Title,Name of BCI,Form-factor,Category of BCI,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,reality factor,neurafictionality,neuroptimism,BCI forecast,Description,Keywords,Author/Directed by,Distributed by,Production Company,Near Future,Year,Utopia/Dystopia in the media,years since publication,prediction
Zack Snyder's Justice League,Starro,lifeform,"linking, manipulation, memory, reading thoughts",1-Jan-21,Movie,dystopia,Semi-invasive,0.00990099,0.006666667,0.673333333,101,"robotic spider-like system used to access memories. Mind Control: He can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.","group mind, parasites",Zack Snyder,HBO Max,"DC Films, Warner Bros. Pictures",100,2021,Dystopia,1,2121
The Brave and the Bold Vol 1 28,Star Conqueror,lifeform,"control of the user, manipulation, memory, reading thoughts",1-Jan-60,comics,dystopia,Semi-invasive,0.382716049,0.293838863,0.767772512,162,"Mind Control: Starro can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.","group mind, parasites",Bob Haney,,,100,1960,Dystopia,62,2121
"Futurama, S7 EP10 ""Game of Tones""",radio-cranial dream injector,"helmet, tool","dreams, memory",1-Jan-13,sitcom,"dystopia, utopia","Non-invasive, non-contact",0.056603774,0.056962025,1.006329114,159,a device to read memory of the person in a contactless manner. A helmet to induce dreams to access that memory.,,Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company",150,2013,"Dystopia, Utopia",9,2171
"The Unstable Grey Hole, Solar Opposites",Brain Control Device ,implant,manipulation,1-Jan-20,Anime,dystopia,Semi-invasive,0.019607843,0.013245033,0.675496689,102,Brain Control Devices are used to manipulate and control humans,,"Anthony Chun, Bob Suarez",Disney Platform Distribution,Important Science,100,2020,Dystopia,2,2121
American Dad!,Goo,"helmet, tank with water",memory,1-Jan-07,sitcom,dystopia,Non-invasive,0.090909091,0.091463415,1.006097561,165,"""the goo,"" a CIA device that implants false memories.",,"Matt Weitzman, Mike Barker, Seth MacFarlane","20th Television, Fox","20th Television, Fuzzy Door Productions",150,2007,Dystopia,15,2171
Godzilla vs. Kong,,helmet,linking,1-Jan-21,Movie,"dystopia, utopia",Non-invasive,0.047619048,0.006666667,0.14,21,"Mechagodzilla is telepathically controlled by Ren Serizawa, the son of the late Ishirō Serizawa, through the neural networks from a severed head of Ghidorah.",,Adam Wingard,"Toho, Warner Bros. Pictures",Legendary Pictures,20,2021,"Dystopia, Utopia",1,2041
Darkover series,matrix,stone,telepathy,1-Jan-58,"Novel, game","dystopia, utopia",Non-invasive,0.338624339,0.300469484,0.887323944,189,"the noble caste (referred to as ""Comyn""), have telepathy as one of their defining features, along with red hair. With a society where most of the people have telepathy has led to interesting social rules like 'Do not enter another's mind without permission' and if one accidentally 'hears' something they weren't meant to, it is considered polite not to mention it.  The brain emits psychic waves called energons. Each person emits them at a different frequency, once a matrix is keyed or attuned to a telepath, its frequency becomes similar to that brain. The flow of energons is then amplified by passing through the matrix. The telepath controls this flow and is able to convert the energy into various phenomena.",,Marion Zimmer Bradley,,,125,1958,"Dystopia, Utopia",64,2146
Easy Money,Control Helmet,helmet,control of the user,1-Jan-38,Novel,dystopia,Non-invasive,0.401913876,0.360515021,0.896995708,209,A device which causes an entire race of people to think and feel the same as the wearer.,,Edmond Hamilton,,,125,1938,Dystopia,84,2146
The Comet Doom,,brain,brain transfer,1-Jan-29,Novel,"dystopia, utopia",N/A,0.426605505,0.384297521,0.900826446,218,A robotic body with a support system for a connected organic brain. It involved a process of placing a human brain into an artificial solution to keep it alive while carefully wiring up to a metal robot. These connections allowed the brain to control the metal robot body as if it were its own.,,Edmond Hamilton,,,125,1929,"Dystopia, Utopia",93,2146
Murder in the Void,,N/A,brain transfer,1-Jan-38,Novel,"dystopia, utopia",N/A,0.295774648,0.360515021,1.21888412,284,"Preserving a brain, and then communicating with it.",,Edmond Hamilton,,,200,1938,"Dystopia, Utopia",84,2221
Masson's Secret,Neuronic Control Apparatus,"earphone, tool","linking, recording brain activity",1-Jan-39,Novel,"dystopia, utopia",Non-invasive,0.453551913,0.357758621,0.788793103,183,"A device that communicated with a brain implant, granting both sight and control.",,Raymond Z. Gallun,,,100,1939,"Dystopia, Utopia",83,2121
Masson's Secret,Neuronic Receptor-Transmitter,implant,"control of the user, recording brain activity",1-Jan-39,Novel,"dystopia, utopia",Invasive,0.525316456,0.357758621,0.681034483,158,"A device which, implanted in the brain, can both transmit sight and sound, and enable control of the body by a remote operator.",,Raymond Z. Gallun,,,75,1939,"Dystopia, Utopia",83,2096
Slan,Mind-Shield,N/A,cerebral defense,1-Jan-40,Novel,"dystopia, utopia",N/A,0.450549451,0.354978355,0.787878788,182,A mental defense or barrier that prevents access to one brain by another person or device.,,A. E. van Vogt,,,100,1940,"Dystopia, Utopia",82,2121
Agent of Vega,Quizzer,N/A,reading thoughts,1-Jan-49,Novel,dystopia,N/A,0.421965318,0.328828829,0.779279279,173,An autonomous mind-probe,,James H. Schmitz,,,100,1949,Dystopia,73,2121
Agent of Vega,Mind-Parasite,lifeform,control of the user,1-Jan-49,Novel,dystopia,N/A,0.368686869,0.328828829,0.891891892,198,Takes over the cognition of a host organism.,,James H. Schmitz,,,125,1949,Dystopia,73,2146
Agent of Vega,Telepath Transmitter,N/A,telepathy,1-Jan-49,Novel,"dystopia, utopia",N/A,0.368686869,0.328828829,0.891891892,198,A device for long distance communication that makes use of telepathy.,,James H. Schmitz,,,125,1949,"Dystopia, Utopia",73,2146
Foundation and Empire,Psychic Probe,N/A,reading thoughts,1-Jan-52,Novel,dystopia,N/A,0.875,0.319634703,0.365296804,80,A device capable of discerning truthful information in a living human brain.,,Isaac Asimov,,,10,1952,Dystopia,70,2031
Foundation and Empire,Visi-Sonor,N/A,emotions,1-Jan-52,Novel,"dystopia, utopia",N/A,0.358974359,0.319634703,0.890410959,195,An entertainment device which appeared to create both sound and light by acting directly on brain cells. It also stimulated emotions directly.,,Issac Asimov,,,125,1952,"Dystopia, Utopia",70,2146
The Space Merchants,Compulsive Subsonics,N/A,"advertisement, manipulation",1-Jan-52,Novel,dystopia,N/A,0.875,0.319634703,0.365296804,80,An advertising agency works with every part of the audience's brain.,,"Cyril M. Kornbluth, Frederik Pohl",,,10,1952,Dystopia,70,2031
The Space Merchants,Hypnoteleset,N/A,dreams,1-Jan-52,Novel,"dystopia, utopia",N/A,0.875,0.319634703,0.365296804,80,"A device that guarantees quick, surrogate sleep.",,"Cyril M. Kornbluth, Frederik Pohl",,,10,1952,"Dystopia, Utopia",70,2031
Sales Pitch,Visual Ad,N/A,advertisement,1-Jan-54,Novel,dystopia,N/A,0.871794872,0.313364055,0.359447005,78,An advertisement that forces its way directly into the brain of the viewer.,,Philip K. Dick,,,10,1954,Dystopia,68,2031
The Hood Maker ('Immunity'),Probe Screen Hood,hood,cerebral defense,1-Jan-55,"Novel, TV Series","dystopia, utopia",Non-invasive,0.770114943,0.310185185,0.402777778,87,A device that blocks attempts to see into the contents of the brain mind.,,Philip K. Dick,Sony Pictures Releasing,"Amazon Studios, Anonymous Content, Channel 4 TV Corporation",20,1955,"Dystopia, Utopia",67,2041
The Unreconstructed M,Neural Door Lock,tool,reading thoughts,1-Jan-57,Novel,"dystopia, utopia",Non-invasive,0.866666667,0.303738318,0.35046729,75,A device that provides access based on neurological data.,,Philip K. Dick,,,10,1957,"Dystopia, Utopia",65,2031
"Flow My Tears, The Policeman Said",EEG-Gram Projection,tool,"reading thoughts, tracking",1-Jan-74,Novel,dystopia,Non-invasive,0.827586207,0.243654822,0.294416244,58,Detection of unique characteristics of the person's brain at a distance.,,Philip K. Dick,,,10,1974,"Dystopia, Utopia",48,2031
The Electric Ant,Ident Darts,UAV,tracking,1-Jan-69,Novel,dystopia,Non-invasive,0.726027397,0.262376238,0.361386139,73,Unmanned aerial vehicles (UAVs) that track individuals using their brain patterns,,Philip K. Dick,,,20,1969,Dystopia,53,2041
Galactic Pot-Healer,Psycho-Lease Encephalic Gadget,tool,manipulation,1-Jan-69,Novel,"dystopia, utopia",Non-invasive,0.638554217,0.262376238,0.410891089,83,"A device that provided the conviction that a faked scene was, in fact, real.",,Philip K. Dick,,,30,1969,Dystopia,53,2051
Service Call,Swibble,lifeform,reading thoughts,1-Jan-55,Novel,dystopia,N/A,0.348958333,0.310185185,0.888888889,192,An artificially evolved telepathic metazoan-based mind control device.,,Philip K. Dick,,,125,1955,Dystopia,67,2146
The City and the Stars,Virtual Immortality,N/A,consciousness transfer,1-Jan-56,Novel,"dystopia, utopia",N/A,0.345549738,0.306976744,0.888372093,191,"A method for storing the mind and memories of a person, and recalling and reconstituting them at will.",,Arthur C. Clarke,,,125,1956,"Dystopia, Utopia",66,2146
Gray Lensman,Thought-Screen,N/A,cerebral defense,1-Jan-42,Novel,utopia,N/A,0.516129032,0.349344978,0.676855895,155,A device that prevents other people from taking over control of your thoughts and mind.,cerebral defense,E.E. 'Doc' Smith,,,75,1942,Utopia,80,2096
Dune Messiah,Mnemonic Flutter System (Pulse-Sychronizer),N/A,knowledge upload,1-Jan-69,Novel,"dystopia, utopia",N/A,0.514563107,0.262376238,0.50990099,103,A device to imprint particular facts from a book upon the brain of the reader.,,Frank Herbert,,,50,1969,"Dystopia, Utopia",53,2071
Dune,Mnemonic Pulse,N/A,knowledge upload,1-Jan-65,Novel,"dystopia, utopia",N/A,0.53271028,0.276699029,0.519417476,107,A feature of filmbook recordings that helps imprint knowledge on the mind of the user.,,Frank Herbert,,,50,1965,"Dystopia, Utopia",57,2071
A Planet Named Shayol,Mind Destroyer,N/A,memory,1-Jan-61,Novel,dystopia,N/A,0.448529412,0.29047619,0.647619048,136,"A method for wiping clean the mind of a human being, leaving only enough to run the body's functions.",,Cordwainer Smith,,,75,1961,Dystopia,61,2096
Mindkiller,Mindwipe,N/A,memory,1-Jan-82,"Movie, Novel",dystopia,N/A,0.347826087,0.211640212,0.608465608,115,A process that selectively and effectively erases human memory. ,,Spider Robinson,,Flash Features,75,1982,Dystopia,40,2096
Heretics of Dune,Ixian Probe,N/A,memory,1-Jan-84,Novel,"dystopia, utopia",N/A,0.159663866,0.203208556,1.272727273,238,A device that looks at brain tissue so carefully that memories can be seen.,,Frank Herbert,,,200,1984,"Dystopia, Utopia",38,2221
Nanotime,Chiphead,implant,manipulation,1-Jan-61,Novel,dystopia,Invasive,0.448529412,0.29047619,0.647619048,136,A person whose organic brain has been effectively superseded by a firmware (integrated circuit or more advanced technology) device.,,Bart Kosko,,,75,1961,Dystopia,61,2096
